Cohort,Row,PuzzleIdx,Move,Games,White %,Draw %,Black %,Freq,FEN,Rating,Ply,CohortPair
target,8,122,d4b5,11,54.54545454545454,0.0,45.45454545454545,0.0252293577981651,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1400,6,1000-1400
target,7,122,f1e2,19,42.10526315789473,0.0,57.89473684210527,0.0435779816513761,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1400,6,1000-1400
target,6,122,d1g4,28,50.0,3.571428571428571,46.42857142857143,0.0642201834862385,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1400,6,1000-1400
target,5,122,f1c4,31,51.61290322580645,6.451612903225806,41.935483870967744,0.0711009174311926,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1400,6,1000-1400
base,0,122,c2c3,224,42.410714285714285,6.696428571428571,50.89285714285714,0.2641509433962264,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1000,6,1000-1400
target,0,123,d4b5,20,45.0,5.0,50.0,0.202020202020202,rnb1k1nr/pppp1ppp/5q2/2b5/3Np3/2P1P3/PP1P1PPP/RNBQKB1R w KQkq - 1 5,1400,8,1000-1400
base,1,122,b1c3,175,50.28571428571429,5.142857142857142,44.57142857142857,0.2063679245283018,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1000,6,1000-1400
base,3,122,f2f3,61,36.0655737704918,8.19672131147541,55.73770491803278,0.0719339622641509,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1000,6,1000-1400
base,4,122,f1e2,61,49.18032786885246,1.639344262295082,49.18032786885246,0.0719339622641509,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1000,6,1000-1400
base,5,122,d1g4,58,60.3448275862069,3.4482758620689653,36.206896551724135,0.0683962264150943,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1000,6,1000-1400
base,6,122,f1c4,53,50.943396226415096,1.8867924528301887,47.16981132075472,0.0625,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1000,6,1000-1400
base,7,122,b2b3,38,44.73684210526316,0.0,55.26315789473685,0.0448113207547169,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1000,6,1000-1400
base,8,122,g2g3,35,57.14285714285714,5.714285714285714,37.142857142857146,0.0412735849056603,rnb1kbnr/pppp1ppp/5q2/8/3Np3/4P3/PPPP1PPP/RNBQKB1R w KQkq - 2 4,1000,6,1000-1400
base,6,130,d2d3,4672,43.72859589041096,4.88013698630137,51.39126712328768,0.0343489001293965,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1000,8,1000-1400
target,4,128,c6d4,2755946,50.32917916388783,3.4442982554810584,46.22652258063111,0.0571814408478356,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1400,5,1000-1400
base,6,127,c1f4,9,33.33333333333333,0.0,66.66666666666666,0.0318021201413427,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
target,2,128,h7h6,9179514,43.900243520517535,4.079998134977516,52.01975834450495,0.1904601312227739,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1400,5,1000-1400
base,2,127,f1e2,47,46.80851063829788,6.382978723404255,46.80851063829788,0.166077738515901,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,1,127,c1d2,57,42.10526315789473,7.017543859649122,50.877192982456144,0.2014134275618374,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,0,127,a2a3,64,34.375,6.25,59.375,0.2261484098939929,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
target,3,126,d1e2,813,49.07749077490775,6.642066420664207,44.28044280442804,0.1386425648021828,rnb1kb1r/ppp1pppp/8/8/3Pq3/8/PPP2PPP/R1BQKBNR w KQkq - 1 6,1400,10,1000-1400
target,2,126,f1e2,1337,46.8960359012715,3.5153328347045627,49.58863126402394,0.2280013642564802,rnb1kb1r/ppp1pppp/8/8/3Pq3/8/PPP2PPP/R1BQKBNR w KQkq - 1 6,1400,10,1000-1400
target,1,126,g1e2,1677,53.13059033989267,4.412641621943948,42.45676803816339,0.2859822646657571,rnb1kb1r/ppp1pppp/8/8/3Pq3/8/PPP2PPP/R1BQKBNR w KQkq - 1 6,1400,10,1000-1400
target,0,126,c1e3,2037,49.189985272459495,5.400098183603339,45.409916543937165,0.3473738062755798,rnb1kb1r/ppp1pppp/8/8/3Pq3/8/PPP2PPP/R1BQKBNR w KQkq - 1 6,1400,10,1000-1400
base,11,128,d7d5,168729,36.87866341885509,3.478951454699548,59.64238512644536,0.0086053015050722,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
target,0,127,c1d2,518,43.24324324324324,3.667953667953668,53.0888030888031,0.2502415458937198,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,1,127,f1e2,481,46.36174636174636,3.950103950103951,49.68814968814969,0.2323671497584541,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
base,4,126,e1d2,10,10.0,10.0,80.0,0.0021408691928923,rnb1kb1r/ppp1pppp/8/8/3Pq3/8/PPP2PPP/R1BQKBNR w KQkq - 1 6,1000,10,1000-1400
target,3,127,c1e3,265,44.905660377358494,2.6415094339622645,52.45283018867924,0.1280193236714976,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,2,127,a2a3,311,44.05144694533762,3.536977491961415,52.41157556270096,0.1502415458937198,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
base,8,128,f7f5,221552,50.47122120314869,2.87201198815628,46.65676680869503,0.0112993128570178,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,3,127,c1g5,31,38.70967741935484,3.225806451612903,58.06451612903226,0.1095406360424028,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,9,128,f8e7,177178,49.52646491099346,3.521317545067672,46.95221754393887,0.0090362066394377,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,6,128,g8h6,327984,41.60020000975657,3.735243182594273,54.66455680764916,0.0167274221315814,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,5,128,f7f6,594663,39.65792389975499,3.906077896220212,56.4359982040248,0.0303282447528923,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,3,128,d7d6,1497754,44.2799685395599,4.077839217922302,51.642192242517794,0.0763865414388039,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,2,128,h7h6,3083890,46.41533906851412,3.9466388230449208,49.63802210844096,0.1572806290470351,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,1,128,f8c5,4758876,46.87756100390092,3.682613289356562,49.43982570674252,0.2427061311644832,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,4,128,c6d4,957910,51.519558204841786,3.105928531908008,45.3745132632502,0.0488541054870457,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
target,11,127,f3h2,14,57.14285714285714,0.0,42.85714285714285,0.0067632850241545,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,10,127,c3b5,17,47.05882352941176,0.0,52.94117647058824,0.0082125603864734,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,9,127,a1b1,22,22.727272727272727,0.0,77.27272727272727,0.0106280193236714,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,8,127,c3e2,48,56.25,2.083333333333333,41.66666666666667,0.0231884057971014,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,7,127,c1f4,51,47.05882352941176,3.92156862745098,49.01960784313725,0.0246376811594202,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,6,127,g2g3,66,45.45454545454545,7.575757575757576,46.96969696969697,0.0318840579710144,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,4,127,c1g5,209,50.717703349282296,2.8708133971291865,46.411483253588514,0.1009661835748792,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
base,0,128,g8f6,7330014,43.09770758964444,3.611330073857976,53.29096233649759,0.3738360359298075,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,7,128,a7a6,318276,41.54821601377421,3.485653960713343,54.96613002551245,0.0162323070831236,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
base,4,127,c1e3,24,70.83333333333334,4.166666666666666,25.0,0.0848056537102473,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,5,127,g2g4,22,45.45454545454545,0.0,54.54545454545454,0.07773851590106,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,11,125,f6e4,1,100.0,0.0,0.0,0.004,r2qkb1r/pp2pppp/2n2n2/1N1p4/3P1B2/5N2/PPP2PPP/R2QK2R b KQkq - 2 8,1000,15,1000-1400
base,7,129,c4f7,50867,48.33782216368176,3.1887078066329844,48.47347002968526,0.0103289897034996,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1000,6,1000-1400
base,8,129,a2a3,43851,48.56901781031219,3.470844450525644,47.96013773916216,0.0089043294766383,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1000,6,1000-1400
base,9,129,f3e5,37866,38.27180055986901,3.5467173717847147,58.18148206834627,0.0076890228264438,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1000,6,1000-1400
base,10,129,h2h3,24138,50.13671389510316,4.006131411053111,45.85715469384373,0.0049014322343184,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1000,6,1000-1400
base,2,126,g1e2,1163,57.52364574376613,3.697334479793637,38.77901977644024,0.2489830871333761,rnb1kb1r/ppp1pppp/8/8/3Pq3/8/PPP2PPP/R1BQKBNR w KQkq - 1 6,1000,10,1000-1400
base,4,130,d1h5,7945,40.01258653241032,3.5368156073001886,56.45059786028949,0.0584122456181625,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1000,8,1000-1400
base,2,130,d2d4,20713,42.50953507459084,3.1429537005745183,54.34751122483464,0.1522835548758969,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1000,8,1000-1400
base,1,130,c4f7,28162,44.080676088346,2.979191818762872,52.94013209289113,0.2070491706858016,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1000,8,1000-1400
base,0,130,e5f7,44551,26.895019191488405,3.1783798343471523,69.92660097416444,0.3275423479590636,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1000,8,1000-1400
target,11,129,b2b3,26545,41.32228291580336,3.5147862120926727,55.16293087210398,0.0016996686462518,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,10,129,f3e5,75308,37.17002177723482,3.2599458224889784,59.5700324002762,0.0048219493845144,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,9,129,h2h3,104961,48.30937205247663,4.409256771562771,47.281371175960594,0.0067206223687791,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,1,128,g8f6,14295598,44.05028037302112,3.485786323873965,52.46393330310492,0.2966106343961156,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1400,5,1000-1400
target,8,129,c4f7,160312,45.6160487050252,3.1363840511003542,51.24756724387445,0.0102647308351074,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,6,129,f3g5,293163,28.423777898302312,2.2673393299973053,69.30888277170038,0.0187711418097997,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,5,129,d2d4,663138,51.50707695834049,2.9527790595622627,45.54014398209724,0.042460533687631,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,4,129,b2b4,1057328,53.08040645854456,2.878576941119501,44.04101660033594,0.0677004049879144,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
base,7,127,d1d2,7,57.14285714285714,0.0,42.85714285714285,0.0247349823321554,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,8,127,c3b5,7,57.14285714285714,14.285714285714285,28.57142857142857,0.0247349823321554,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,9,127,e4e5,6,50.0,0.0,50.0,0.0212014134275618,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,10,127,d3d4,5,60.0,0.0,40.0,0.0176678445229682,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,11,127,f3g5,4,50.0,0.0,50.0,0.0141342756183745,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1000,10,1000-1400
base,10,128,d8f6,170738,44.05990464922864,3.39701765277794,52.54307769799341,0.0087077619636993,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1000,5,1000-1400
target,3,128,d7d6,3352237,44.32368594463936,4.042047146427893,51.63426690893274,0.0695535187276622,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1400,5,1000-1400
base,3,130,d1f3,9788,37.443808745402535,3.6371066612178176,58.91908459337965,0.0719621221032819,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1000,8,1000-1400
target,7,129,a2a3,213099,47.92420424309828,3.6785719313558487,48.39722382554587,0.0136446671255462,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
base,11,129,h2h4,18246,42.562753480214845,3.661076400306917,53.77617011947824,0.0037050100483625,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1000,6,1000-1400
target,0,129,c2c3,3917374,52.55857622989279,3.6626321612386255,43.7787916088686,0.250828320340638,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,1,129,d2d3,3819801,47.753142113947824,4.041205287919449,48.20565259813273,0.244580749467753,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,2,129,e1h1,3111540,48.52108602171272,3.8258547214562566,47.65305925683102,0.199231003185478,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,3,129,b1c3,2175181,48.05531125915499,4.343914368505426,47.60077437233959,0.1392762081605865,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,1400,6,1000-1400
target,0,128,f8c5,15075195,47.044525792203686,3.784262823797636,49.17121138399868,0.3127860165482514,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1400,5,1000-1400
target,0,125,d8a5,146,54.10958904109589,4.794520547945205,41.0958904109589,0.3862433862433862,r2qkb1r/pp2pppp/2n2n2/1N1p4/3P1B2/5N2/PPP2PPP/R2QK2R b KQkq - 2 8,1400,15,1000-1400
target,5,127,g2g4,68,38.23529411764706,2.941176470588235,58.82352941176471,0.0328502415458937,r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQKB1R w KQkq - 1 6,1400,10,1000-1400
target,3,125,e7e5,24,25.0,8.333333333333332,66.66666666666666,0.0634920634920634,r2qkb1r/pp2pppp/2n2n2/1N1p4/3P1B2/5N2/PPP2PPP/R2QK2R b KQkq - 2 8,1400,15,1000-1400
target,6,130,d1e2,3867,43.625549521592966,3.95655546935609,52.41789500905094,0.0325746344093267,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1400,8,1000-1400
base,8,131,g8e7,7964,42.390758412857856,3.4530386740331496,54.15620291310898,0.0093176058760351,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,1000,5,1000-1400
target,7,130,f2f4,2668,33.88305847076462,3.2983508245877062,62.81859070464768,0.0224745602803423,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1400,8,1000-1400
target,9,130,d2d3,2427,43.22208487845076,3.996703749484961,52.78121137206428,0.0204444369566682,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1400,8,1000-1400
target,10,130,f2f3,446,32.062780269058294,5.15695067264574,62.78026905829597,0.0037569917110317,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1400,8,1000-1400
target,11,130,e5d3,374,6.417112299465241,2.6737967914438503,90.9090909090909,0.0031504818383988,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1400,8,1000-1400
base,0,131,f8c5,331575,42.82590665761894,3.69086933574606,53.483224006635,0.3879313370600637,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,1000,5,1000-1400
base,1,131,c7c6,304128,47.00619476010101,3.708307028619529,49.28549821127946,0.3558192917964353,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,1000,5,1000-1400
base,2,131,b8c6,59704,40.50984858635937,4.006431729867345,55.48371968377328,0.0698516249651935,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,1000,5,1000-1400
base,3,131,f8b4,51406,39.77551258607945,4.655098626619461,55.56938878730109,0.0601432505855677,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,1000,5,1000-1400
base,4,131,d7d6,28451,39.35889775403325,4.249411268496714,56.391690977470034,0.0332866907055594,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,1000,5,1000-1400
base,5,131,g8h6,22896,39.50908455625437,3.708071278825996,56.78284416491963,0.0267875319108111,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,1000,5,1000-1400
base,6,131,g7g5,22092,40.8247329349991,3.4492123845736016,55.7260546804273,0.0258468795848026,rnb1kbnr/pppp1ppp/5q2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,1000,5,1000-1400
target,8,130,e5f3,2526,13.103721298495646,1.4647664291369755,85.43151227236739,0.0212783880315385,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1400,8,1000-1400
target,4,130,d1f3,8312,39.44898941289702,3.212223291626564,57.33878729547642,0.0700181952961789,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1400,8,1000-1400
base,10,132,h7h6,6,0.0,0.0,100.0,0.0136054421768707,rnb1k1nr/pp3ppp/2pp1q2/2b5/N2NP3/4B3/PPP2PPP/R2QKB1R b KQkq - 1 7,1000,13,1000-1400
target,0,132,c5b4,497,42.45472837022133,3.8229376257545273,53.72233400402414,0.3364928909952606,rnb1k1nr/pp3ppp/2pp1q2/2b5/N2NP3/4B3/PPP2PPP/R2QKB1R b KQkq - 1 7,1400,13,1000-1400
target,4,133,f3g1,488,49.18032786885246,2.8688524590163933,47.950819672131146,0.0394184168012924,r1bqkbnr/pppp1ppp/2n5/8/2PPp3/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1400,6,1000-1400
target,6,133,e2e3,21,28.57142857142857,4.761904761904762,66.66666666666666,0.0016962843295638,r1bqkbnr/pppp1ppp/2n5/8/2PPp3/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1400,6,1000-1400
target,7,133,f3h4,18,16.666666666666664,5.555555555555555,77.77777777777779,0.0014539579967689,r1bqkbnr/pppp1ppp/2n5/8/2PPp3/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1400,6,1000-1400
target,8,133,b1c3,9,11.11111111111111,0.0,88.88888888888889,0.0007269789983844,r1bqkbnr/pppp1ppp/2n5/8/2PPp3/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1400,6,1000-1400
base,8,130,d1e2,3852,38.31775700934579,4.543094496365525,57.13914849428868,0.0283201976238089,rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,1000,8,1000-1400
target,10,133,c1f4,2,0.0,0.0,100.0,0.0001615508885298,r1bqkbnr/pppp1ppp/2n5/8/2PPp3/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1400,6,1000-1400
target,11,133,g2g3,2,50.0,0.0,50.0,0.0001615508885298,r1bqkbnr/pppp1ppp/2n5/8/2PPp3/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1400,6,1000-1400
base,0,134,g5e4,389,57.84061696658098,9.768637532133676,32.390745501285345,0.4850374064837905,rnbk1bnr/ppp3pp/8/4p1N1/4p3/8/PPP2PPP/RNB1KB1R w KQ - 0 7,1000,12,1000-1400
base,1,134,g5f7,381,74.01574803149606,6.824146981627297,19.160104986876643,0.4750623441396508,rnbk1bnr/ppp3pp/8/4p1N1/4p3/8/PPP2PPP/RNB1KB1R w KQ - 0 7,1000,12,1000-1400
base,2,134,f1c4,13,61.53846153846154,0.0,38.46153846153847,0.0162094763092269,rnbk1bnr/ppp3pp/8/4p1N1/4p3/8/PPP2PPP/RNB1KB1R w KQ - 0 7,1000,12,1000-1400
target,3,133,d4d5,1298,46.99537750385208,3.697996918335902,49.30662557781202,0.1048465266558966,r1bqkbnr/pppp1ppp/2n5/8/2PPp3/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1400,6,1000-1400
base,3,134,g5e6,6,33.33333333333333,0.0,66.66666666666666,0.0074812967581047,rnbk1bnr/ppp3pp/8/4p1N1/4p3/8/PPP2PPP/RNB1KB1R w KQ - 0 7,1000,12,1000-1400
base,5,134,c1e3,4,100.0,0.0,0.0,0.0049875311720698,rnbk1bnr/ppp3pp/8/4p1N1/4p3/8/PPP2PPP/RNB1KB1R w KQ - 0 7,1000,12,1000-1400
target,9,133,b1d2,4,0.0,25.0,75.0,0.0003231017770597,r1bqkbnr/pppp1ppp/2n5/8/2PPp3/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,1400,6,1000-1400
