Cohort,Row,PuzzleIdx,Move,Games,White %,Draw %,Black %,Freq,FEN,Rating,Ply,CohortPair
base,5,111,a6a5,24,50.0,16.666666666666664,33.33333333333333,0.0185902401239349,r1bq1rk1/4bppp/p1np1n2/1ppNp3/4P3/P2P1N1P/BPP2PP1/R1BQ1RK1 b - - 1 10,1800,19,1800-2200
target,4,111,c6d4,9,44.44444444444444,11.11111111111111,44.44444444444444,0.0588235294117647,r1bq1rk1/4bppp/p1np1n2/1ppNp3/4P3/P2P1N1P/BPP2PP1/R1BQ1RK1 b - - 1 10,2200,19,1800-2200
base,8,112,c1d2,12,58.333333333333336,8.333333333333332,33.33333333333333,0.0261437908496732,r2q1rk1/4bppp/p1npbn2/1ppNp3/4P3/P2P1N1P/BPP2PP1/R1BQ1RK1 w - - 2 11,1800,20,1800-2200
base,9,112,f1e1,10,40.0,10.0,50.0,0.0217864923747276,r2q1rk1/4bppp/p1npbn2/1ppNp3/4P3/P2P1N1P/BPP2PP1/R1BQ1RK1 w - - 2 11,1800,20,1800-2200
target,1,113,e7e5,88717,42.308689428181744,6.58160217320243,51.10970839861583,0.2492778789309236,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ - 2 6,2200,11,1800-2200
base,10,112,d5e3,3,66.66666666666666,0.0,33.33333333333333,0.0065359477124183,r2q1rk1/4bppp/p1npbn2/1ppNp3/4P3/P2P1N1P/BPP2PP1/R1BQ1RK1 w - - 2 11,1800,20,1800-2200
base,10,113,f6d7,4707,43.807095814744,4.3339706819630335,51.85893350329297,0.0095592431402733,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ - 2 6,1800,11,1800-2200
base,9,113,a7a5,4836,42.4317617866005,3.970223325062035,53.59801488833747,0.0098212236724796,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ - 2 6,1800,11,1800-2200
base,8,113,b8a6,7975,44.90282131661442,4.0,51.09717868338558,0.0161960832895006,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ - 2 6,1800,11,1800-2200
base,7,113,f8e8,13215,37.616345062429055,4.07113129020053,58.31252364737042,0.0268377731248591,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ - 2 6,1800,11,1800-2200
base,6,113,a7a6,16577,44.30837907944743,4.427821680641853,51.263799239910725,0.0336655138169345,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ - 2 6,1800,11,1800-2200
base,5,113,b7b6,20316,40.04233116755267,4.169127781059263,55.78854105138807,0.0412588875372408,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ - 2 6,1800,11,1800-2200
base,11,113,h7h6,3753,39.91473487876366,4.103383959499068,55.98188116173728,0.0076218057160496,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR b KQ - 2 6,1800,11,1800-2200
base,6,97,c7c6,967,39.50361944157187,4.136504653567736,56.35987590486039,0.0239855144359559,r2qkbnr/pbpnpppp/1p1p4/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,1800,9,1800-2200
target,10,101,f3d2,2,100.0,0.0,0.0,4.270493028420131e-05,r1bqkbnr/pp1npppp/3p4/1B6/3pP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,2200,8,1800-2200
target,8,101,a2a4,4,25.0,25.0,50.0,8.540986056840263e-05,r1bqkbnr/pp1npppp/3p4/1B6/3pP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,2200,8,1800-2200
base,3,97,g8f6,3608,44.70620842572063,4.600886917960088,50.69290465631929,0.0894930052584581,r2qkbnr/pbpnpppp/1p1p4/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,1800,9,1800-2200
base,2,97,e7e5,6941,46.53508140037459,5.071315372424722,48.39360322720069,0.1721648973112411,r2qkbnr/pbpnpppp/1p1p4/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,1800,9,1800-2200
base,1,97,e7e6,10143,42.92615596963423,4.604160504781623,52.46968352558415,0.2515874590733207,r2qkbnr/pbpnpppp/1p1p4/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,1800,9,1800-2200
base,0,97,g7g6,13666,43.78750182935753,4.822186448119421,51.39031172252305,0.3389721202500248,r2qkbnr/pbpnpppp/1p1p4/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,1800,9,1800-2200
target,9,101,c2c4,3,0.0,33.33333333333333,66.66666666666666,6.405739542630197e-05,r1bqkbnr/pp1npppp/3p4/1B6/3pP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,2200,8,1800-2200
target,10,97,a7a5,3,33.33333333333333,33.33333333333333,33.33333333333333,0.001156961048978,r2qkbnr/pbpnpppp/1p1p4/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,2200,9,1800-2200
base,0,98,f1c4,11689,46.99289930704081,3.173924202241424,49.83317649071777,0.2139784355721529,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,0,99,e5e4,4758,41.55107187894073,2.9844472467423286,55.46448087431693,0.5699568758984188,rnbqkb1r/pppp2pp/5n2/4pP2/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,1800,7,1800-2200
target,1,98,d2d4,1876,52.98507462686567,3.997867803837954,43.01705756929638,0.2611358574610245,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,11,98,d1e2,14,21.428571428571427,0.0,78.57142857142857,0.0019487750556792,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,10,98,f2f3,31,35.483870967741936,0.0,64.51612903225806,0.0043151447661469,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,9,98,g1e2,49,51.02040816326531,0.0,48.97959183673469,0.0068207126948775,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,8,98,h2h3,75,49.333333333333336,8.0,42.66666666666667,0.0104398663697104,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,7,98,g2g3,99,45.45454545454545,3.0303030303030303,51.51515151515152,0.0137806236080178,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,6,98,f2f4,269,56.13382899628253,4.4609665427509295,39.405204460966544,0.0374443207126948,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,5,98,f1e2,280,57.14285714285714,3.928571428571429,38.92857142857143,0.0389755011135857,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,4,98,d2d3,382,42.40837696335078,5.49738219895288,52.09424083769634,0.0531737193763919,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
base,2,98,d2d3,8417,45.76452417726031,3.492930973030771,50.74254484970893,0.1540813151005912,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,3,98,d2d4,8176,53.25342465753424,3.118884540117417,43.62769080234833,0.149669577315247,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,4,98,g1f3,8056,48.18768619662364,3.599801390268123,48.21251241310824,0.147472861405532,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,5,98,f1e2,3220,56.92546583850932,2.919254658385093,40.15527950310559,0.0589452102440185,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,6,98,f2f4,1544,51.10103626943005,4.015544041450777,44.88341968911917,0.028264411371666,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,7,98,h2h3,1524,50.59055118110236,3.674540682414698,45.734908136482936,0.0278982920533801,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,2,102,g7g6,779,53.78690629011553,4.492939666238768,41.7201540436457,0.0348639455782312,r1bqkbnr/pp1npppp/3p4/1B6/3NP3/8/PPP2PPP/RNBQK2R b KQkq - 0 5,1800,9,1800-2200
base,8,98,f2f3,912,42.54385964912281,3.070175438596491,54.38596491228071,0.0166950409138338,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,10,98,g1e2,600,52.0,2.333333333333333,45.66666666666666,0.0109835795485748,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,11,98,d1e2,585,47.35042735042735,3.2478632478632483,49.40170940170941,0.0107089900598605,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
base,1,98,g2g4,9278,59.73270101314938,2.672989868506144,37.59430911834447,0.1698427517527962,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
target,0,98,g2g4,3054,62.44269810085135,3.831041257367387,33.726260641781266,0.4251113585746102,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,2,98,g1f3,672,56.54761904761904,4.464285714285714,38.98809523809524,0.0935412026726058,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
target,3,98,f1c4,383,42.81984334203655,4.960835509138381,52.219321148825074,0.0533129175946547,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,2200,6,1800-2200
base,9,98,g2g3,626,45.52715654952076,3.8338658146964857,50.63897763578274,0.0114595346623464,rnbqkb1r/pppp2pp/5n2/4pP2/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 1 4,1800,6,1800-2200
target,8,109,c8d7,13,38.46153846153847,15.384615384615383,46.15384615384615,0.0046345811051693,r1bq1rk1/pp2bppp/2np1n2/2p1p3/2B1P3/P1NP1N1P/1PP2PP1/R1BQ1RK1 b - - 2 8,2200,15,1800-2200
target,5,112,c1g5,6,66.66666666666666,0.0,33.33333333333333,0.075,r2q1rk1/4bppp/p1npbn2/1ppNp3/4P3/P2P1N1P/BPP2PP1/R1BQ1RK1 w - - 2 11,2200,20,1800-2200
target,10,109,g7g6,4,25.0,25.0,50.0,0.0014260249554367,r1bq1rk1/pp2bppp/2np1n2/2p1p3/2B1P3/P1NP1N1P/1PP2PP1/R1BQ1RK1 b - - 2 8,2200,15,1800-2200
target,7,117,h2h4,20,45.0,10.0,45.0,0.0121728545343883,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,8,117,d1a4,11,36.36363636363637,0.0,63.63636363636363,0.0066950699939135,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,9,117,b1a3,8,50.0,12.5,37.5,0.0048691418137553,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,10,117,g2d5,1,0.0,0.0,100.0,0.0006086427267194,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,11,117,a2a3,1,0.0,0.0,100.0,0.0006086427267194,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
base,0,118,e7e6,328734,45.988245815765936,4.651785334039071,49.35996885019499,0.2596245429200989,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
base,1,118,c8f5,268816,45.31277900124992,4.684616987084103,50.00260401166597,0.2123030508849382,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
base,2,118,c7c6,198361,46.56258034593493,4.992916954441649,48.44450269962341,0.1566597430085532,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
base,3,118,a7a6,152019,45.9264960301015,5.109887579841994,48.96361639005651,0.1200601805416248,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
base,4,118,b8c6,105915,37.78218382665345,4.274182127177453,57.9436340461691,0.0836485835459133,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
base,5,118,c7c5,99043,45.83059883081086,4.056823803802389,50.11257736538675,0.0782212780072501,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
base,6,118,g7g6,68578,46.29327189477675,4.320627606521041,49.386100498702206,0.0541609079206122,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
base,7,118,c8g4,24703,44.08371452859976,4.242399708537425,51.67388576286282,0.0195097102330613,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
base,8,118,b8d7,6083,40.86799276672694,3.698832812756864,55.4331744205162,0.0048041763084529,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
target,6,117,e2e3,89,39.325842696629216,2.247191011235955,58.42696629213483,0.0541692026780279,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,7,120,h1g1,43,51.16279069767442,9.30232558139535,39.53488372093023,0.0147008547008547,r1bq1rk1/pp1nppb1/2p2np1/3pN2p/3P1B1P/2N1P3/PPP1BPP1/R2QK2R w KQ - 0 9,2200,16,1800-2200
base,9,117,e2e4,40,52.5,7.5,40.0,0.0024931438544003,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,1800,6,1800-2200
base,8,117,b1a3,68,45.588235294117645,5.88235294117647,48.52941176470589,0.0042383445524806,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,1800,6,1800-2200
base,7,117,g1f3,68,39.70588235294117,5.88235294117647,54.41176470588235,0.0042383445524806,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,1800,6,1800-2200
target,1,116,c6e7,4482,41.07541276215975,5.377063810798751,53.5475234270415,0.4450844091360477,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,2200,15,1800-2200
base,2,116,c6b4,1088,45.95588235294117,3.4007352941176467,50.64338235294118,0.0406896293803059,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,3,116,c6b8,584,47.6027397260274,2.568493150684932,49.82876712328767,0.0218407569467818,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,4,116,c6a5,42,21.428571428571427,4.761904761904762,73.80952380952381,0.0015707393694603,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,5,116,f6h5,10,40.0,0.0,60.0,0.0003739855641572,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,6,116,f8e8,6,16.666666666666664,0.0,83.33333333333334,0.0002243913384943,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,7,116,f6e8,4,75.0,0.0,25.0,0.0001495942256628,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,8,116,a7a6,3,0.0,0.0,100.0,0.0001121956692471,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,9,116,a7a5,3,33.33333333333333,0.0,66.66666666666666,0.0001121956692471,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,10,116,c8d7,2,0.0,0.0,100.0,7.47971128314447e-05,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,11,116,a8b8,1,100.0,0.0,0.0,3.739855641572235e-05,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,1800,15,1800-2200
base,10,118,c8d7,4737,42.4741397508972,4.243191893603546,53.28266835549926,0.0037411446939242,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,1800,5,1800-2200
target,5,117,e2e4,131,50.38167938931297,1.5267175572519085,48.09160305343512,0.0797321972002434,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,4,117,b2b4,133,53.38345864661655,6.7669172932330826,39.849624060150376,0.0809494826536822,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,3,117,g4g5,180,50.0,2.7777777777777777,47.22222222222222,0.1095556908094948,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
base,3,104,g8f6,51515,46.8446083664952,3.928952732213918,49.22643890129088,0.0418980555203117,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,1800,5,1800-2200
base,2,104,a7a6,61192,45.39645705320957,3.97764413648843,50.625898810302,0.0497685298145961,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,1800,5,1800-2200
base,1,104,d7d5,318701,48.064800549731565,4.78410798836527,47.15109146190317,0.2592051284553798,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,1800,5,1800-2200
base,0,104,c5d4,663556,44.20832604934625,4.426905943130648,51.3647680075231,0.539681765094361,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,1800,5,1800-2200
target,11,103,c1f4,21,23.809523809523807,14.285714285714285,61.90476190476191,0.0002052023686216,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,10,103,h1g1,30,70.0,6.666666666666667,23.33333333333333,0.000293146240888,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,9,103,h2h4,30,30.0,6.666666666666667,63.33333333333333,0.000293146240888,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,8,103,b2b3,151,50.99337748344372,3.9735099337748334,45.033112582781456,0.0014755027458031,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,7,103,h2h3,244,49.59016393442623,6.147540983606557,44.26229508196721,0.002384256092556,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,5,103,d4d5,4202,43.5982865302237,5.997144217039505,50.4045692527368,0.0410600168070511,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
base,5,103,g2g3,2676,53.99850523168909,4.484304932735426,41.517189835575486,0.0385429719569632,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,1800,8,1800-2200
target,4,103,e2e3,6473,48.67912868839796,6.612080951645296,44.70879035995674,0.0632511872422756,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,3,103,d4e5,10884,39.91179713340684,8.020948180815877,52.067254685777286,0.10635345619418,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,2,103,g2g3,15502,50.78699522642239,7.534511675912785,41.67849309766481,0.151478434208212,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,1,103,c1g5,15794,53.16575914904394,7.11662656705078,39.71761428390528,0.1543317242861889,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
target,0,103,e2e4,48481,49.9659660485551,7.518409273736102,42.51562467770879,0.4737340968164318,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,2200,8,1800-2200
base,11,103,h2h4,18,50.0,0.0,50.0,0.0002592576589033,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,1800,8,1800-2200
target,2,117,d1b3,301,38.87043189368771,2.6578073089701,58.4717607973422,0.1832014607425441,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,1,117,h2h3,322,42.2360248447205,7.453416149068323,50.31055900621118,0.1959829580036518,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
target,0,117,d2d3,446,53.81165919282511,4.484304932735426,41.70403587443946,0.2714546561168594,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,2200,6,1800-2200
base,11,117,a2a3,33,33.33333333333333,9.090909090909092,57.57575757575758,0.0020568436798803,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,1800,6,1800-2200
base,10,117,h2h4,33,54.54545454545454,9.090909090909092,36.36363636363637,0.0020568436798803,rnbqkbnr/pp2pppp/8/2p5/2Pp2P1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 4,1800,6,1800-2200
target,0,118,c7c6,98697,41.0508931375827,6.999199570402342,51.94990729201495,0.2200974970117567,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,2200,5,1800-2200
target,0,116,c6d4,5296,44.39199395770393,6.835347432024169,48.772658610271904,0.5259185700099305,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,2200,15,1800-2200
target,8,120,e5d3,35,34.285714285714285,17.142857142857142,48.57142857142857,0.0119658119658119,r1bq1rk1/pp1nppb1/2p2np1/3pN2p/3P1B1P/2N1P3/PPP1BPP1/R2QK2R w KQ - 0 9,2200,16,1800-2200
target,10,120,a2a3,8,50.0,12.5,37.5,0.0027350427350427,r1bq1rk1/pp1nppb1/2p2np1/3pN2p/3P1B1P/2N1P3/PPP1BPP1/R2QK2R w KQ - 0 9,2200,16,1800-2200
base,6,103,d1c2,280,48.92857142857142,5.357142857142857,45.71428571428572,0.0040328969162741,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,1800,8,1800-2200
base,7,103,h2h3,178,42.13483146067416,6.179775280898876,51.68539325842697,0.0025637701824885,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,1800,8,1800-2200
base,8,103,c1f4,115,25.217391304347824,1.7391304347826086,73.04347826086956,0.0016563683763268,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,1800,8,1800-2200
base,9,103,b2b3,38,60.526315789473685,13.157894736842104,26.31578947368421,0.0005473217243514,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,1800,8,1800-2200
base,10,103,c1e3,23,47.82608695652174,4.3478260869565215,47.82608695652174,0.0003312736752653,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,1800,8,1800-2200
target,11,120,f4g5,6,16.666666666666664,0.0,83.33333333333334,0.002051282051282,r1bq1rk1/pp1nppb1/2p2np1/3pN2p/3P1B1P/2N1P3/PPP1BPP1/R2QK2R w KQ - 0 9,2200,16,1800-2200
target,2,116,c6b8,148,36.48648648648648,5.405405405405405,58.108108108108105,0.0146971201588877,r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N1BP2/PP1Q2PP/R3KBNR b KQ - 0 8,2200,15,1800-2200
